LocationName,ISO,country,region,world_region,MPI,geo,lat,lon
"Menabe, Madagascar",MDG,Madagascar,Menabe,Sub-Saharan Africa,0.41700000000000004,"(30.5972455, 30.9876321)",30.597245500000003,30.9876321
"Diana, Madagascar",MDG,Madagascar,Diana,Sub-Saharan Africa,0.294,"(-13.4086535, 49.2030851)",-13.4086535,49.2030851
"Sava, Madagascar",MDG,Madagascar,Sava,Sub-Saharan Africa,0.327,"(-14.4407175, 49.8547266)",-14.440717499999998,49.8547266
,MDV,Maldives,,South Asia,,"(1000.0, 1000.0)",,
,MEX,Mexico,,Latin America and Caribbean,,"(1000.0, 1000.0)",,
,MKD,"Macedonia, The former Yugoslav Republic of",,Europe and Central Asia,,"(1000.0, 1000.0)",,
"Kayes, Mali",MLI,Mali,Kayes,Sub-Saharan Africa,0.485,"(14.4367876, -11.4452717)",14.4367876,-11.4452717
"Koulikoro, Mali",MLI,Mali,Koulikoro,Sub-Saharan Africa,0.44,"(13.8018074, -7.4381355)",13.8018074,-7.4381355
"Sikasso, Mali",MLI,Mali,Sikasso,Sub-Saharan Africa,0.484,"(11.3223834, -5.6983979)",11.3223834,-5.698397900000002
"Sðgou, Mali",MLI,Mali,Sðgou,Sub-Saharan Africa,0.498,"(1000.0, 1000.0)",,
"Mopti, Mali",MLI,Mali,Mopti,Sub-Saharan Africa,0.594,"(14.4874284, -4.1974627)",14.4874284,-4.1974627
"Bamako, Mali",MLI,Mali,Bamako,Sub-Saharan Africa,0.168,"(12.6392316, -8.0028892)",12.6392316,-8.0028892
"Ayeyarwaddy, Myanmar",MMR,Myanmar,Ayeyarwaddy,East Asia and the Pacific,0.171,"(17.0342125, 95.22666749999999)",17.0342125,95.2266675
"Bago, Myanmar",MMR,Myanmar,Bago,East Asia and the Pacific,0.129,"(17.3220711, 96.4663286)",17.322071100000002,96.4663286
"Chin, Myanmar",MMR,Myanmar,Chin,East Asia and the Pacific,0.152,"(22.3896751, 93.5812692)",22.3896751,93.5812692
"Kachin, Myanmar",MMR,Myanmar,Kachin,East Asia and the Pacific,0.083,"(25.850904, 97.4381355)",25.850904,97.4381355
"Kayah, Myanmar",MMR,Myanmar,Kayah,East Asia and the Pacific,0.099,"(19.2342061, 97.26528580000002)",19.2342061,97.26528580000002
"Kayin, Myanmar",MMR,Myanmar,Kayin,East Asia and the Pacific,0.183,"(16.9459346, 97.9592863)",16.9459346,97.9592863
"Magway, Myanmar",MMR,Myanmar,Magway,East Asia and the Pacific,0.114,"(20.1544305, 94.9454803)",20.1544305,94.9454803
"Mandalay, Myanmar",MMR,Myanmar,Mandalay,East Asia and the Pacific,0.099,"(21.9588282, 96.0891032)",21.9588282,96.0891032
"Mon, Myanmar",MMR,Myanmar,Mon,East Asia and the Pacific,0.109,"(17.0626039, 97.35165579999999)",17.0626039,97.3516558
"Naypyitaw, Myanmar",MMR,Myanmar,Naypyitaw,East Asia and the Pacific,0.11,"(19.7633057, 96.07851040000001)",19.7633057,96.0785104
"Rakhine, Myanmar",MMR,Myanmar,Rakhine,East Asia and the Pacific,0.258,"(19.810093, 93.9878427)",19.810093,93.9878427
"Sagaing, Myanmar",MMR,Myanmar,Sagaing,East Asia and the Pacific,0.134,"(21.9159702, 95.9621106)",21.9159702,95.9621106
"Shan, Myanmar",MMR,Myanmar,Shan,East Asia and the Pacific,0.19399999999999998,"(22.0361985, 98.1338558)",22.0361985,98.1338558
"Taninthayi, Myanmar",MMR,Myanmar,Taninthayi,East Asia and the Pacific,0.129,"(12.0896327, 99.0115113)",12.0896327,99.0115113
"Yangon, Myanmar",MMR,Myanmar,Yangon,East Asia and the Pacific,0.051,"(16.8660694, 96.19513200000002)",16.866069399999994,96.19513200000002
,MNE,Montenegro,,Europe and Central Asia,,"(1000.0, 1000.0)",,
"Central, Mongolia",MNG,Mongolia,Central,East Asia and the Pacific,0.040999999999999995,"(47.2124056, 106.41541)",47.2124056,106.41541
"Eastern, Mongolia",MNG,Mongolia,Eastern,East Asia and the Pacific,0.044000000000000004,"(47.4658154, 115.392712)",47.4658154,115.39271200000002
"Khangai, Mongolia",MNG,Mongolia,Khangai,East Asia and the Pacific,0.075,"(47.5, 100)",47.5,100.0
"Ulaanbaatar, Mongolia",MNG,Mongolia,Ulaanbaatar,East Asia and the Pacific,0.006,"(47.88639879999999, 106.9057439)",47.88639879999999,106.9057439
"Western, Mongolia",MNG,Mongolia,Western,East Asia and the Pacific,0.09,"(3.6567382, -56.2035387)",3.6567382,-56.2035387
"Niassa, Mozambique",MOZ,Mozambique,Niassa,Sub-Saharan Africa,0.44299999999999995,"(-12.7826202, 36.6093926)",-12.782620199999998,36.60939260000001
"Cabo Delgado, Mozambique",MOZ,Mozambique,Cabo Delgado,Sub-Saharan Africa,0.525,"(-12.3335474, 39.3206241)",-12.3335474,39.3206241
"Nampula, Mozambique",MOZ,Mozambique,Nampula,Sub-Saharan Africa,0.4,"(-15.1266347, 39.2687161)",-15.1266347,39.2687161
"Zambðzia, Mozambique",MOZ,Mozambique,Zambðzia,Sub-Saharan Africa,0.528,"(1000.0, 1000.0)",,
"Tete, Mozambique",MOZ,Mozambique,Tete,Sub-Saharan Africa,0.466,"(-16.1328104, 33.6063855)",-16.1328104,33.606385499999995
"Manica, Mozambique",MOZ,Mozambique,Manica,Sub-Saharan Africa,0.301,"(-18.9438274, 32.8648538)",-18.9438274,32.8648538
"Sofala, Mozambique",MOZ,Mozambique,Sofala,Sub-Saharan Africa,0.381,"(-19.2039073, 34.8624166)",-19.2039073,34.8624166
"Inhambane, Mozambique",MOZ,Mozambique,Inhambane,Sub-Saharan Africa,0.295,"(-23.8879561, 35.3959879)",-23.8879561,35.39598789999999
"Gaza, Mozambique",MOZ,Mozambique,Gaza,Sub-Saharan Africa,0.306,"(41.2994958, 69.2400734)",41.2994958,69.2400734
"Maputo Provðncia, Mozambique",MOZ,Mozambique,Maputo Provðncia,Sub-Saharan Africa,0.133,"(-3.18427, 12.2547919)",-3.18427,12.2547919
"Maputo Cidade, Mozambique",MOZ,Mozambique,Maputo Cidade,Sub-Saharan Africa,0.043,"(-25.891968, 32.6051351)",-25.891968,32.605135100000005
"Hodh Charghy, Mauritania",MRT,Mauritania,Hodh Charghy,Sub-Saharan Africa,0.41200000000000003,"(1000.0, 1000.0)",,
"Hodh Gharby, Mauritania",MRT,Mauritania,Hodh Gharby,Sub-Saharan Africa,0.43799999999999994,"(16.6912149, -9.5450974)",16.691214900000002,-9.5450974
"Assaba, Mauritania",MRT,Mauritania,Assaba,Sub-Saharan Africa,0.419,"(16.7759558, -11.5248055)",16.775955800000002,-11.5248055
"Gorgol, Mauritania",MRT,Mauritania,Gorgol,Sub-Saharan Africa,0.46,"(15.9717357, -12.6216211)",15.971735699999998,-12.6216211
"Brakna, Mauritania",MRT,Mauritania,Brakna,Sub-Saharan Africa,0.307,"(15.5006544, 32.5598994)",15.5006544,32.5598994
"Trarza, Mauritania",MRT,Mauritania,Trarza,Sub-Saharan Africa,0.18100000000000002,"(17.8664964, -14.6587821)",17.8664964,-14.6587821
"Adrar, Mauritania",MRT,Mauritania,Adrar,Sub-Saharan Africa,0.184,"(19.8652176, -12.8054753)",19.8652176,-12.8054753
"Dakhlett Nouadibou, Mauritania",MRT,Mauritania,Dakhlett Nouadibou,Sub-Saharan Africa,0.039,"(20.5985588, -16.2522143)",20.598558800000006,-16.252214300000002
"Tagant, Mauritania",MRT,Mauritania,Tagant,Sub-Saharan Africa,0.322,"(18.5467527, -9.9018131)",18.5467527,-9.9018131
"Guidimagha, Mauritania",MRT,Mauritania,Guidimagha,Sub-Saharan Africa,0.499,"(15.2557331, -12.2547919)",15.2557331,-12.2547919
"Tirs-Ezemour, Mauritania",MRT,Mauritania,Tirs-Ezemour,Sub-Saharan Africa,0.085,"(24.5773764, -9.9018131)",24.5773764,-9.9018131
"Nouakchott, Mauritania",MRT,Mauritania,Nouakchott,Sub-Saharan Africa,0.102,"(18.0735299, -15.9582372)",18.0735299,-15.9582372
"Balaka, Malawi",MWI,Malawi,Balaka,Sub-Saharan Africa,0.28300000000000003,"(-15.0506595, 35.0828588)",-15.0506595,35.0828588
"Blantyre City, Malawi",MWI,Malawi,Blantyre City,Sub-Saharan Africa,0.11800000000000001,"(-15.7666707, 35.0167866)",-15.7666707,35.0167866
"Blantyre Rural, Malawi",MWI,Malawi,Blantyre Rural,Sub-Saharan Africa,0.245,"(1000.0, 1000.0)",,
"Chikwawa, Malawi",MWI,Malawi,Chikwawa,Sub-Saharan Africa,0.292,"(-16.0437784, 34.8016945)",-16.0437784,34.8016945
"Chitipa, Malawi",MWI,Malawi,Chitipa,Sub-Saharan Africa,0.161,"(-9.7037655, 33.2700253)",-9.7037655,33.2700253
"Chradzulu, Malawi",MWI,Malawi,Chradzulu,Sub-Saharan Africa,0.24100000000000002,"(-15.7423151, 35.2587964)",-15.7423151,35.25879639999999
"Dedza, Malawi",MWI,Malawi,Dedza,Sub-Saharan Africa,0.314,"(-14.3816618, 34.3254842)",-14.381661800000002,34.3254842
"Dowa, Malawi",MWI,Malawi,Dowa,Sub-Saharan Africa,0.267,"(-13.6514687, 33.9359756)",-13.6514687,33.9359756
"Karonga, Malawi",MWI,Malawi,Karonga,Sub-Saharan Africa,0.204,"(-9.952536, 33.9248222)",-9.952536,33.9248222
"Kasungu, Malawi",MWI,Malawi,Kasungu,Sub-Saharan Africa,0.244,"(-13.0356794, 33.4719832)",-13.0356794,33.4719832
"Likoma, Malawi",MWI,Malawi,Likoma,Sub-Saharan Africa,0.114,"(-12.0584005, 34.7354031)",-12.0584005,34.7354031
"Lilongwe City, Malawi",MWI,Malawi,Lilongwe City,Sub-Saharan Africa,0.092,"(-13.9626121, 33.7741195)",-13.962612099999998,33.7741195
"Lilongwe Rural, Malawi",MWI,Malawi,Lilongwe Rural,Sub-Saharan Africa,0.28600000000000003,"(29.9133171, 45.29938620000001)",29.913317100000004,45.29938620000001
"Machinga, Malawi",MWI,Malawi,Machinga,Sub-Saharan Africa,0.322,"(-14.9407263, 35.4781926)",-14.9407263,35.47819260000001
"Mangochi, Malawi",MWI,Malawi,Mangochi,Sub-Saharan Africa,0.302,"(-14.4861733, 35.253304)",-14.4861733,35.253304
"Mchinji, Malawi",MWI,Malawi,Mchinji,Sub-Saharan Africa,0.314,"(-13.8000058, 32.8930441)",-13.800005800000005,32.8930441
"Mulange, Malawi",MWI,Malawi,Mulange,Sub-Saharan Africa,0.28600000000000003,"(-16.0252339, 35.5083136)",-16.0252339,35.5083136
"Mwanza, Malawi",MWI,Malawi,Mwanza,Sub-Saharan Africa,0.254,"(1000.0, 1000.0)",,
"Mzimba, Malawi",MWI,Malawi,Mzimba,Sub-Saharan Africa,0.205,"(-11.7475452, 33.5280072)",-11.7475452,33.5280072
"Mzuzu City, Malawi",MWI,Malawi,Mzuzu City,Sub-Saharan Africa,0.034,"(-11.4389649, 34.0084395)",-11.4389649,34.0084395
"Ndanje, Malawi",MWI,Malawi,Ndanje,Sub-Saharan Africa,0.285,"(-16.7288202, 35.1708741)",-16.728820199999998,35.170874100000006
"Neno, Malawi",MWI,Malawi,Neno,Sub-Saharan Africa,0.316,"(-15.6850711, 34.5749882)",-15.685071100000002,34.57498820000001
"Nkhatabay, Malawi",MWI,Malawi,Nkhatabay,Sub-Saharan Africa,0.215,"(-11.6085556, 34.2949409)",-11.6085556,34.2949409
"Nkhota Kota, Malawi",MWI,Malawi,Nkhota Kota,Sub-Saharan Africa,0.245,"(-12.9316863, 34.2810541)",-12.9316863,34.28105410000001
"Ntcheu, Malawi",MWI,Malawi,Ntcheu,Sub-Saharan Africa,0.21100000000000002,"(-14.9037538, 34.7740793)",-14.9037538,34.7740793
"Ntchisi, Malawi",MWI,Malawi,Ntchisi,Sub-Saharan Africa,0.259,"(-13.2841992, 33.88577470000001)",-13.2841992,33.885774700000006
"Phalombe, Malawi",MWI,Malawi,Phalombe,Sub-Saharan Africa,0.293,"(-15.7092038, 35.6532848)",-15.7092038,35.6532848
"Rumphi, Malawi",MWI,Malawi,Rumphi,Sub-Saharan Africa,0.205,"(-11.0171949, 33.8550829)",-11.017194900000002,33.8550829
"Salima, Malawi",MWI,Malawi,Salima,Sub-Saharan Africa,0.33399999999999996,"(-13.6809586, 34.4198243)",-13.6809586,34.419824299999995
"Thyolo, Malawi",MWI,Malawi,Thyolo,Sub-Saharan Africa,0.259,"(-16.069257, 35.1406293)",-16.069257,35.14062929999999
"Zomba City, Malawi",MWI,Malawi,Zomba City,Sub-Saharan Africa,0.053,"(-15.3765857, 35.3356518)",-15.3765857,35.3356518
"Zomba Rural, Malawi",MWI,Malawi,Zomba Rural,Sub-Saharan Africa,0.27,"(-15.2807455, 35.3991867)",-15.280745499999998,35.3991867
"Caprivi, Namibia",NAM,Namibia,Caprivi,Sub-Saharan Africa,0.174,"(-17.8682455, 23.5728501)",-17.8682455,23.5728501
"Erongo, Namibia",NAM,Namibia,Erongo,Sub-Saharan Africa,0.044000000000000004,"(-22.2565682, 15.4068079)",-22.2565682,15.4068079
"Hardap, Namibia",NAM,Namibia,Hardap,Sub-Saharan Africa,0.10300000000000001,"(-24.2310134, 17.668887)",-24.2310134,17.668886999999994
"Karas, Namibia",NAM,Namibia,Karas,Sub-Saharan Africa,0.098,"(-26.8429645, 17.2902839)",-26.8429645,17.2902839
"Kavango, Namibia",NAM,Namibia,Kavango,Sub-Saharan Africa,0.373,"(-18.271048, 18.4276047)",-18.271048,18.4276047
"Khomas, Namibia",NAM,Namibia,Khomas,Sub-Saharan Africa,0.06,"(-22.6377854, 17.1011931)",-22.6377854,17.1011931
"Kunene, Namibia",NAM,Namibia,Kunene,Sub-Saharan Africa,0.23800000000000002,"(-19.4086317, 13.914399)",-19.4086317,13.914399
"Ohangwena, Namibia",NAM,Namibia,Ohangwena,Sub-Saharan Africa,0.348,"(-17.5979291, 16.8178377)",-17.5979291,16.8178377
"Omaheke, Namibia",NAM,Namibia,Omaheke,Sub-Saharan Africa,0.23199999999999998,"(-21.8466651, 19.1880047)",-21.846665100000006,19.1880047
"Omusati, Namibia",NAM,Namibia,Omusati,Sub-Saharan Africa,0.28300000000000003,"(14.9609782, -91.80745859999999)",14.9609782,-91.80745859999999
"Oshana, Namibia",NAM,Namibia,Oshana,Sub-Saharan Africa,0.156,"(-18.4305064, 15.6881788)",-18.4305064,15.6881788
"Oshikoto, Namibia",NAM,Namibia,Oshikoto,Sub-Saharan Africa,0.218,"(-18.4152575, 16.912251)",-18.415257500000006,16.912251
"Otjozondjupa, Namibia",NAM,Namibia,Otjozondjupa,Sub-Saharan Africa,0.11599999999999999,"(-20.5486916, 17.668887)",-20.5486916,17.668886999999994
"Agadez, Niger",NER,Niger,Agadez,Sub-Saharan Africa,0.405,"(16.9741689, 7.986535)",16.9741689,7.986535000000001
"Diffa, Niger",NER,Niger,Diffa,Sub-Saharan Africa,0.556,"(13.3132472, 12.6158803)",13.313247199999998,12.6158803
"Dosso, Niger",NER,Niger,Dosso,Sub-Saharan Africa,0.62,"(13.0504833, 3.2080991)",13.050483300000002,3.2080991
"Maradi, Niger",NER,Niger,Maradi,Sub-Saharan Africa,0.664,"(13.5009779, 7.103639599999999)",13.5009779,7.1036395999999975
"Tahoua, Niger",NER,Niger,Tahoua,Sub-Saharan Africa,0.6459999999999999,"(14.8904575, 5.2579968)",14.890457500000002,5.2579968
"Tillaberi, Niger",NER,Niger,Tillaberi,Sub-Saharan Africa,0.609,"(18.2783598, -72.35479149999999)",18.2783598,-72.35479149999998
"Zinder, Niger",NER,Niger,Zinder,Sub-Saharan Africa,0.6409999999999999,"(13.8018124, 8.98527)",13.8018124,8.98527
"Niamey, Niger",NER,Niger,Niamey,Sub-Saharan Africa,0.20600000000000002,"(13.5115963, 2.1253854)",13.511596300000004,2.1253854
"Sokoto, Nigeria",NGA,Nigeria,Sokoto,Sub-Saharan Africa,0.5479999999999999,"(13.0058731, 5.2475518)",13.0058731,5.247551799999999
"Zamfara, Nigeria",NGA,Nigeria,Zamfara,Sub-Saharan Africa,0.605,"(6.907529, 3.5812692)",6.9075289999999985,3.5812692000000004
"Katsina, Nigeria",NGA,Nigeria,Katsina,Sub-Saharan Africa,0.52,"(12.5139317, 7.6114217)",12.5139317,7.6114217
"Jigawa, Nigeria",NGA,Nigeria,Jigawa,Sub-Saharan Africa,0.552,"(12.4460001, 9.7232673)",12.4460001,9.723267300000002
"Yobe, Nigeria",NGA,Nigeria,Yobe,Sub-Saharan Africa,0.635,"(12.1871412, 11.7068294)",12.1871412,11.7068294
"Borno, Nigeria",NGA,Nigeria,Borno,Sub-Saharan Africa,0.401,"(12.1205201, 13.1740348)",12.1205201,13.1740348
"Adamawa, Nigeria",NGA,Nigeria,Adamawa,Sub-Saharan Africa,0.295,"(9.3250497, 12.4380581)",9.3250497,12.4380581
"Gombe, Nigeria",NGA,Nigeria,Gombe,Sub-Saharan Africa,0.47100000000000003,"(10.279142, 11.1730615)",10.279142,11.1730615
"Bauchi, Nigeria",NGA,Nigeria,Bauchi,Sub-Saharan Africa,0.583,"(4.710988599999999, -74.072092)",4.710988599999999,-74.072092
"Kano, Nigeria",NGA,Nigeria,Kano,Sub-Saharan Africa,0.434,"(12.0021794, 8.591956099999999)",12.0021794,8.591956099999999
"Kaduna, Nigeria",NGA,Nigeria,Kaduna,Sub-Saharan Africa,0.311,"(10.5104642, 7.4165053)",10.5104642,7.4165053
"Kebbi, Nigeria",NGA,Nigeria,Kebbi,Sub-Saharan Africa,0.5529999999999999,"(11.6781241, 4.0695454)",11.6781241,4.0695454
"Niger, Nigeria",NGA,Nigeria,Niger,Sub-Saharan Africa,0.324,"(10.2155388, 5.393955099999999)",10.2155388,5.393955099999999
"FCT-Abuja, Nigeria",NGA,Nigeria,FCT-Abuja,Sub-Saharan Africa,0.10800000000000001,"(1000.0, 1000.0)",,
"Nasarawa, Nigeria",NGA,Nigeria,Nasarawa,Sub-Saharan Africa,0.251,"(-4.1128079, 13.7289167)",-4.1128079,13.7289167
"Plateau, Nigeria",NGA,Nigeria,Plateau,Sub-Saharan Africa,0.273,"(9.244568, 9.367308399999999)",9.244568,9.3673084
"Taraba, Nigeria",NGA,Nigeria,Taraba,Sub-Saharan Africa,0.44799999999999995,"(8.0054917, 10.2600125)",8.0054917,10.2600125
"Benue, Nigeria",NGA,Nigeria,Benue,Sub-Saharan Africa,0.28,"(7.350825899999999, 8.8362755)",7.3508258999999985,8.836275500000003
"Kogi, Nigeria",NGA,Nigeria,Kogi,Sub-Saharan Africa,0.113,"(7.9075486, 6.5783387)",7.907548599999998,6.5783387000000015
"Kwara, Nigeria",NGA,Nigeria,Kwara,Sub-Saharan Africa,0.099,"(11.833333, 9.6)",11.833333,9.6
"Oyo, Nigeria",NGA,Nigeria,Oyo,Sub-Saharan Africa,0.155,"(7.842957900000001, 3.9368439)",7.842957900000001,3.9368439
"Osun, Nigeria",NGA,Nigeria,Osun,Sub-Saharan Africa,0.043,"(7.5875843, 4.5624426)",7.5875843,4.5624426
"Ekiti, Nigeria",NGA,Nigeria,Ekiti,Sub-Saharan Africa,0.051,"(7.665581299999999, 5.3102505)",7.665581299999999,5.3102505
"Ondo, Nigeria",NGA,Nigeria,Ondo,Sub-Saharan Africa,0.127,"(6.8959293, 4.893562699999999)",6.8959293000000015,4.893562699999999
"Edo, Nigeria",NGA,Nigeria,Edo,Sub-Saharan Africa,0.08,"(6.5438101, 5.898713900000001)",6.543810099999999,5.8987139000000015
"Anambra, Nigeria",NGA,Nigeria,Anambra,Sub-Saharan Africa,0.05,"(6.2757656, 7.0068393)",6.2757656,7.006839299999998
"Enugu, Nigeria",NGA,Nigeria,Enugu,Sub-Saharan Africa,0.12300000000000001,"(6.4583661, 7.5463885)",6.458366099999999,7.546388499999999
"Ebonyi, Nigeria",NGA,Nigeria,Ebonyi,Sub-Saharan Africa,0.265,"(6.177973, 7.959286299999999)",6.1779730000000015,7.959286299999999
"Cross River, Nigeria",NGA,Nigeria,Cross River,Sub-Saharan Africa,0.146,"(1000.0, 1000.0)",,
"Akwa Ibom, Nigeria",NGA,Nigeria,Akwa Ibom,Sub-Saharan Africa,0.099,"(4.929986899999999, 7.872159999999999)",4.929986899999999,7.872159999999999
"Abia, Nigeria",NGA,Nigeria,Abia,Sub-Saharan Africa,0.08800000000000001,"(-23.0221928, 32.7181375)",-23.022192800000006,32.7181375
"Imo, Nigeria",NGA,Nigeria,Imo,Sub-Saharan Africa,0.083,"(5.6038994, 7.0068393)",5.6038994,7.006839299999998
"Rivers, Nigeria",NGA,Nigeria,Rivers,Sub-Saharan Africa,0.08800000000000001,"(4.8580767, 6.920913499999999)",4.8580767,6.9209134999999975
"Bayelsa, Nigeria",NGA,Nigeria,Bayelsa,Sub-Saharan Africa,0.12,"(4.867776699999999, 5.898713900000001)",4.867776699999999,5.8987139000000015
"Delta, Nigeria",NGA,Nigeria,Delta,Sub-Saharan Africa,0.107,"(5.5324624, 5.898713900000001)",5.5324624,5.8987139000000015
"Lagos, Nigeria",NGA,Nigeria,Lagos,Sub-Saharan Africa,0.035,"(6.5243793, 3.3792057)",6.5243793,3.3792057
"Ogun, Nigeria",NGA,Nigeria,Ogun,Sub-Saharan Africa,0.11199999999999999,"(12.8463561, 23.0011989)",12.8463561,23.0011989
"Nueva Segovia, Nicaragua",NIC,Nicaragua,Nueva Segovia,Latin America and Caribbean,0.113,"(13.7894404, -86.0121573)",13.7894404,-86.0121573
"Jinotega, Nicaragua",NIC,Nicaragua,Jinotega,Latin America and Caribbean,0.195,"(13.0883907, -85.9993997)",13.0883907,-85.9993997
"Madriz, Nicaragua",NIC,Nicaragua,Madriz,Latin America and Caribbean,0.10400000000000001,"(28.2105741, 84.042456)",28.2105741,84.042456
"Esteli, Nicaragua",NIC,Nicaragua,Esteli,Latin America and Caribbean,0.048,"(13.0851139, -86.3630197)",13.0851139,-86.36301970000002
"Chinandega, Nicaragua",NIC,Nicaragua,Chinandega,Latin America and Caribbean,0.047,"(12.6234721, -87.1273253)",12.6234721,-87.12732530000002
"Leon, Nicaragua",NIC,Nicaragua,Leon,Latin America and Caribbean,0.031,"(28.3998551, 83.6895693)",28.399855100000003,83.6895693
"Matagalpa, Nicaragua",NIC,Nicaragua,Matagalpa,Latin America and Caribbean,0.099,"(12.9290069, -85.9151211)",12.9290069,-85.9151211
"Boaco, Nicaragua",NIC,Nicaragua,Boaco,Latin America and Caribbean,0.13,"(12.469284, -85.6614682)",12.469284,-85.6614682
"Managua, Nicaragua",NIC,Nicaragua,Managua,Latin America and Caribbean,0.021,"(12.1149926, -86.2361744)",12.1149926,-86.23617440000002
"Masaya, Nicaragua",NIC,Nicaragua,Masaya,Latin America and Caribbean,0.017,"(11.9704485, -86.0886366)",11.9704485,-86.08863659999999
"Chontales, Nicaragua",NIC,Nicaragua,Chontales,Latin America and Caribbean,0.08199999999999999,"(11.9394717, -85.1894045)",11.9394717,-85.18940450000002
"Granada, Nicaragua",NIC,Nicaragua,Granada,Latin America and Caribbean,0.035,"(11.9344073, -85.9560005)",11.9344073,-85.9560005
"Carazo, Nicaragua",NIC,Nicaragua,Carazo,Latin America and Caribbean,0.025,"(1000.0, 1000.0)",,
"Rivas, Nicaragua",NIC,Nicaragua,Rivas,Latin America and Caribbean,0.036000000000000004,"(11.4326663, -85.8230251)",11.4326663,-85.8230251
"Rio San Juan, Nicaragua",NIC,Nicaragua,Rio San Juan,Latin America and Caribbean,0.133,"(8.768688599999999, -12.7853522)",8.768688599999999,-12.7853522
"RAAN, Nicaragua",NIC,Nicaragua,RAAN,Latin America and Caribbean,0.17300000000000001,"(13.8394456, -83.93208059999999)",13.8394456,-83.93208059999998
"RAAS, Nicaragua",NIC,Nicaragua,RAAS,Latin America and Caribbean,0.132,"(12.1918502, -84.1012861)",12.1918502,-84.1012861
"Central Hill, Nepal",NPL,Nepal,Central Hill,South Asia,0.05,"(26.8081234, 87.293039)",26.8081234,87.29303900000002
"Central Mountain, Nepal",NPL,Nepal,Central Mountain,South Asia,0.094,"(27.719887, 85.3175239)",27.719887,85.31752390000003
"Central Terai, Nepal",NPL,Nepal,Central Terai,South Asia,0.19899999999999998,"(27.656871, 85.326855)",27.656871,85.32685500000002
"Eastern Hill, Nepal",NPL,Nepal,Eastern Hill,South Asia,0.063,"(45.5456095, -122.5709527)",45.5456095,-122.5709527
"Eastern Mountain, Nepal",NPL,Nepal,Eastern Mountain,South Asia,0.133,"(-11.7167338, 43.3680788)",-11.7167338,43.36807879999999
"Eastern Terai, Nepal",NPL,Nepal,Eastern Terai,South Asia,0.13,"(8.3022297, 2.302446)",8.3022297,2.302446
"Far-Western Hill, Nepal",NPL,Nepal,Far-Western Hill,South Asia,0.226,"(30.48993329999999, -97.76776869999999)",30.48993329999999,-97.7677687
"Far-Western Mountain, Nepal",NPL,Nepal,Far-Western Mountain,South Asia,0.14400000000000002,"(30.005, 80.92833329999999)",30.005,80.92833329999998
"Far-WesternTerai, Nepal",NPL,Nepal,Far-WesternTerai,South Asia,0.092,"(1000.0, 1000.0)",,
"MId-Western Hill, Nepal",NPL,Nepal,MId-Western Hill,South Asia,0.213,"(6.167031499999999, 8.6600586)",6.1670314999999984,8.6600586
"MId-Western Mountain, Nepal",NPL,Nepal,MId-Western Mountain,South Asia,0.28600000000000003,"(27.8168621, 83.63822669999999)",27.816862100000005,83.63822669999998
"MId-WesternTerai, Nepal",NPL,Nepal,MId-WesternTerai,South Asia,0.134,"(27.7738805, 84.02917939999999)",27.7738805,84.02917939999998
"Western  Hill, Nepal",NPL,Nepal,Western  Hill,South Asia,0.07200000000000001,"(1000.0, 1000.0)",,
"Western  Terai, Nepal",NPL,Nepal,Western  Terai,South Asia,0.11199999999999999,"(27.7738805, 84.02917939999999)",27.7738805,84.02917939999998
"Western Mountain, Nepal",NPL,Nepal,Western Mountain,South Asia,0.10400000000000001,"(15.4581332, 36.4039629)",15.4581332,36.4039629
"Punjab, Pakistan",PAK,Pakistan,Punjab,South Asia,0.184,"(31.1704063, 72.7097161)",31.170406300000003,72.7097161
"Sindh, Pakistan",PAK,Pakistan,Sindh,South Asia,0.294,"(25.8943018, 68.52471489999999)",25.8943018,68.52471489999999
"Khyber Pakhtunkhwa, Pakistan",PAK,Pakistan,Khyber Pakhtunkhwa,South Asia,0.247,"(34.9526205, 72.331113)",34.9526205,72.331113
"Balochistan, Pakistan",PAK,Pakistan,Balochistan,South Asia,0.402,"(28.4907332, 65.0957792)",28.4907332,65.0957792
"Gilgit Baltistan, Pakistan",PAK,Pakistan,Gilgit Baltistan,South Asia,0.233,"(35.80256670000001, 74.9831808)",35.80256670000001,74.9831808
"Islamabad (ICT), Pakistan",PAK,Pakistan,Islamabad (ICT),South Asia,0.039,"(33.7293882, 73.0931461)",33.7293882,73.09314609999998
"Amazonas, Peru",PER,Peru,Amazonas,Latin America and Caribbean,0.096,"(-8.5155608, 126.0159255)",-8.515560800000001,126.0159255
"ðncash, Peru",PER,Peru,ðncash,Latin America and Caribbean,0.044000000000000004,"(1000.0, 1000.0)",,
"Apurðmac, Peru",PER,Peru,Apurðmac,Latin America and Caribbean,0.091,"(1000.0, 1000.0)",,
"Arequipa, Peru",PER,Peru,Arequipa,Latin America and Caribbean,0.009000000000000001,"(-16.4090474, -71.53745099999999)",-16.409047400000002,-71.53745099999998
"Ayacucho, Peru",PER,Peru,Ayacucho,Latin America and Caribbean,0.071,"(-13.1638737, -74.22356409999999)",-13.1638737,-74.22356409999998
"Cajamarca, Peru",PER,Peru,Cajamarca,Latin America and Caribbean,0.08900000000000001,"(-7.1617465, -78.51278549999999)",-7.1617465,-78.51278549999998
